image no. ,Numeric_Label,Image_File,,,,,
1268,54,2-57c-cropped_augmented_0.JPG,,,,,
1269,54,2-57d-cropped_augmented_0.JPG,,,,,
1270,38,2-58a-cropped_augmented_0.JPG,,,,,
1271,38,2-58b-cropped_augmented_0.JPG,,,,,
1272,42,2-59a-cropped_augmented_0.JPG,,,,,
1273,42,2-59b-cropped_augmented_0.JPG,,,,,
1274,22,2-60a-cropped_augmented_0.JPG,,,,,
1275,43,2-61a-cropped_augmented_0.JPG,,,,,
1276,43,2-61b-cropped_augmented_0.JPG,,,,,
1277,58,2-62a-cropped_augmented_0.JPG,,,,,
1278,58,2-62b-cropped_augmented_0.JPG,,,,,
1279,36,2-63a-cropped_augmented_0.JPG,,,,,
1280,36,2-63b-cropped_augmented_0.JPG,,,,,
1281,36,2-63c-cropped_augmented_0.JPG,,,,,
1282,38,2-64a-cropped_augmented_0.JPG,,,,,
1283,38,2-64b-cropped_augmented_0.JPG,,,,,
1284,68,2-65a-cropped_augmented_0.JPG,,,,,
1285,68,2-65b-cropped_augmented_0.JPG,,,,,
1286,68,2-65c-cropped_augmented_0.JPG,,,,,
1287,36,2-66a-cropped_augmented_0.JPG,,,,,
1288,36,2-66b-cropped_augmented_0.JPG,,,,,
1289,26,2-67a-cropped_augmented_0.JPG,,,,,
1290,26,2-67b-cropped_augmented_0.JPG,,,,,
1291,79,2-68a-cropped_augmented_0.JPG,,,,,
1292,79,2-68b-cropped_augmented_0.JPG,,,,,
1293,3,2-69a-cropped_augmented_0.JPG,,,,,
1294,3,2-69b-cropped_augmented_0.JPG,,,,,
1295,3,2-69c-cropped_augmented_0.JPG,,,,,
1296,3,2-69d-cropped_augmented_0.JPG,,,,,
1297,3,2-69e-cropped_augmented_0.JPG,,,,,
1298,55,2-70a-cropped_augmented_0.JPG,,,,,
1299,55,2-70b-cropped_augmented_0.JPG,,,,,
1300,55,2-70c-cropped_augmented_0.JPG,,,,,
1301,41,2-71a-cropped_augmented_0.JPG,,,,,
1302,41,2-71b-cropped_augmented_0.JPG,,,,,
1303,92,2-72a-cropped_augmented_0.JPG,,,,,
1304,92,2-72b-cropped_augmented_0.JPG,,,,,
1305,22,2-73a-cropped_augmented_0.JPG,,,,,
1306,22,2-73b-cropped_augmented_0.JPG,,,,,
1307,22,2-73c-cropped_augmented_0.JPG,,,,,
1308,27,2-74a-cropped_augmented_0.JPG,,,,,
1309,4.7,2-76a-cropped_augmented_0.JPG,,,,,
1310,6.9,2-77a-cropped_augmented_0.JPG,,,,,
1311,6.9,2-77b-cropped_augmented_0.JPG,,,,,
1312,6.9,2-77c-cropped_augmented_0.JPG,,,,,
1313,67,2-78a-cropped_augmented_0.JPG,,,,,
1314,67,2-78b-cropped_augmented_0.JPG,,,,,
1315,67,2-78c-cropped_augmented_0.JPG,,,,,
1316,3,2-79a-cropped_augmented_0.JPG,,,,,
1317,3,2-79b-cropped_augmented_0.JPG,,,,,
1318,40,2-80a-cropped_augmented_0.JPG,,,,,
1319,40,2-80b-cropped_augmented_0.JPG,,,,,
1320,37,2-81a-cropped_augmented_0.JPG,,,,,
1321,37,2-81b-cropped_augmented_0.JPG,,,,,
1322,37,2-81c-cropped_augmented_0.JPG,,,,,
1323,18,2-82a-cropped_augmented_0.JPG,,,,,
1324,6.8,2-83a-cropped_augmented_0.JPG,,,,,
1325,6.8,2-83b-cropped_augmented_0.JPG,,,,,
1326,6.8,2-83c-cropped_augmented_0.JPG,,,,,
1327,4.9,2-84a-cropped_augmented_0.JPG,,,,,
1328,18,2-85a-cropped_augmented_0.JPG,,,,,
1329,18,2-85b-cropped_augmented_0.JPG,,,,,
1330,40,2-86a-cropped_augmented_0.JPG,,,,,
1331,40,2-86b-cropped_augmented_0.JPG,,,,,
1332,40,2-86c-cropped_augmented_0.JPG,,,,,
1333,3,2-87a-cropped_augmented_0.JPG,,,,,
1334,3,2-87b-cropped_augmented_0.JPG,,,,,
1335,27,2-88a-cropped_augmented_0.JPG,,,,,
1336,27,2-88b-cropped_augmented_0.JPG,,,,,
1337,62,2-89a-cropped_augmented_0.JPG,,,,,
1338,62,2-89b-cropped_augmented_0.JPG,,,,,
1339,39,2-90a-cropped_augmented_0.JPG,,,,,
1340,39,2-90b-cropped_augmented_0.JPG,,,,,
1341,26,2-91a-cropped_augmented_0.JPG,,,,,
1342,26,2-91b-cropped_augmented_0.JPG,,,,,
1343,24,2-92a-cropped_augmented_0.JPG,,,,,
1344,24,2-92b-cropped_augmented_0.JPG,,,,,
1345,50,2-93a-cropped_augmented_0.JPG,,,,,
1346,50,2-93b-cropped_augmented_0.JPG,,,,,
1347,23,2-94a-cropped_augmented_0.JPG,,,,,
1348,23,2-94b-cropped_augmented_0.JPG,,,,,
1349,23,2-94c-cropped_augmented_0.JPG,,,,,
1350,30,2-95a-cropped_augmented_0.JPG,,,,,
1351,30,2-95b-cropped_augmented_0.JPG,,,,,
1352,10,2-96a-cropped_augmented_0.JPG,,,,,
1353,10,2-96b-cropped_augmented_0.JPG,,,,,
1354,10,2-96c-cropped_augmented_0.JPG,,,,,
1355,26,2-97a-cropped_augmented_0.JPG,,,,,
1356,26,2-97b-cropped_augmented_0.JPG,,,,,
1357,21,2-98a-cropped_augmented_0.JPG,,,,,
1358,21,2-98b-cropped_augmented_0.JPG,,,,,
1359,21,2-98c-cropped_augmented_0.JPG,,,,,
1360,26,2-99a-cropped_augmented_0.JPG,,,,,
1361,15,2-100a-cropped_augmented_0.JPG,,,,,
1362,15,2-100b-cropped_augmented_0.JPG,,,,,
1363,15,2-100c-cropped_augmented_0.JPG,,,,,
1364,11,2-101a-cropped_augmented_0.JPG,,,,,
1365,11,2-101b-cropped_augmented_0.JPG,,,,,
1366,3,2-102a-cropped_augmented_0.JPG,,,,,
1367,3,2-102b-cropped_augmented_0.JPG,,,,,
1368,72,2-103a-cropped_augmented_0.JPG,,,,,
1369,72,2-103b-cropped_augmented_0.JPG,,,,,
1370,72,2-103c-cropped_augmented_0.JPG,,,,,
1371,21,2-104a-cropped_augmented_0.JPG,,,,,
1372,21,2-104b-cropped_augmented_0.JPG,,,,,
1373,21,2-104c-cropped_augmented_0.JPG,,,,,
1374,88,2-105a-cropped_augmented_0.JPG,,,,,
1375,88,2-105b-cropped_augmented_0.JPG,,,,,
1376,2,2-106a-cropped_augmented_0.JPG,,,,,
1377,2,2-106b-cropped_augmented_0.JPG,,,,,
1378,2,2-106c-cropped_augmented_0.JPG,,,,,
1379,49,2-107a-cropped_augmented_0.JPG,,,,,
1380,49,2-107b-cropped_augmented_0.JPG,,,,,
1381,49,2-107c-cropped_augmented_0.JPG,,,,,
1382,46,2-108a-cropped_augmented_0.JPG,,,,,
1383,46,2-108b-cropped_augmented_0.JPG,,,,,
1384,16,2-110a-cropped_augmented_0.JPG,,,,,
1385,16,2-110b-cropped_augmented_0.JPG,,,,,
1386,16,2-110c-cropped_augmented_0.JPG,,,,,
1387,5.2,2-111a-cropped_augmented_0.JPG,,,,,
1388,5.2,2-111b-cropped_augmented_0.JPG,,,,,
1389,5.2,2-111c-cropped_augmented_0.JPG,,,,,
1390,16,2-112a-cropped_augmented_0.JPG,,,,,
1391,16,2-112b-cropped_augmented_0.JPG,,,,,
1392,2,2-113a-cropped_augmented_0.JPG,,,,,
1393,2,2-113b-cropped_augmented_0.JPG,,,,,
1394,19,2-114a-cropped_augmented_0.JPG,,,,,
1395,19,2-114b-cropped_augmented_0.JPG,,,,,
1396,6.3,2-115a-cropped_augmented_0.JPG,,,,,
1397,6.3,2-115b-cropped_augmented_0.JPG,,,,,
1398,47,2-116a-cropped_augmented_0.JPG,,,,,
1399,50,2-117a-cropped_augmented_0.JPG,,,,,
1400,50,2-117b-cropped_augmented_0.JPG,,,,,
1401,37,2-118a-cropped_augmented_0.JPG,,,,,
1402,37,2-118b-cropped_augmented_0.JPG,,,,,
1403,29,2-119a-cropped_augmented_0.JPG,,,,,
1404,29,2-119b-cropped_augmented_0.JPG,,,,,
1405,29,2-119c-cropped_augmented_0.JPG,,,,,
1406,23,2-120a-cropped_augmented_0.JPG,,,,,
1407,23,2-120b-cropped_augmented_0.JPG,,,,,
1408,24,2-121a-cropped_augmented_0.JPG,,,,,
1409,24,2-121b-cropped_augmented_0.JPG,,,,,
1410,50,2-122a-cropped_augmented_0.JPG,,,,,
1411,31,2-123a-cropped_augmented_0.JPG,,,,,
1412,31,2-123b-cropped_augmented_0.JPG,,,,,
1413,19,2-124a-cropped_augmented_0.JPG,,,,,
1414,19,2-124b-cropped_augmented_0.JPG,,,,,
1415,68,2-125a-cropped_augmented_0.JPG,,,,,
1416,68,2-125b-cropped_augmented_0.JPG,,,,,
1417,2,2-126a-cropped_augmented_0.JPG,,,,,
1418,2,2-126b-cropped_augmented_0.JPG,,,,,
1419,2,2-126c-cropped_augmented_0.JPG,,,,,
1420,46,2-127a-cropped_augmented_0.JPG,,,,,
1421,46,2-127b-cropped_augmented_0.JPG,,,,,
1422,46,2-127c-cropped_augmented_0.JPG,,,,,
1423,1,2-128a-cropped_augmented_0.JPG,,,,,
1424,1,2-128b-cropped_augmented_0.JPG,,,,,
1425,22,2-129a-cropped_augmented_0.JPG,,,,,
1426,22,2-129b-cropped_augmented_0.JPG,,,,,
1427,22,2-129c-cropped_augmented_0.JPG,,,,,
1428,21,2-130a-cropped_augmented_0.JPG,,,,,
1429,34,2-131a-cropped_augmented_0.JPG,,,,,
1430,34,2-131b-cropped_augmented_0.JPG,,,,,
1431,34,2-131c-cropped_augmented_0.JPG,,,,,
1432,64,2-132a-cropped_augmented_0.JPG,,,,,
1433,64,2-132b-cropped_augmented_0.JPG,,,,,
1434,26,2-133a-cropped_augmented_0.JPG,,,,,
1435,1,2-134a-cropped_augmented_0.JPG,,,,,
1436,1,2-134b-cropped_augmented_0.JPG,,,,,
1437,5.8,2-136a-cropped_augmented_0.JPG,,,,,
1438,5.8,2-136b-cropped_augmented_0.JPG,,,,,
1439,7.6,2-137a-cropped_augmented_0.JPG,,,,,
1440,7.6,2-137b-cropped_augmented_0.JPG,,,,,
1441,43,2-138a-cropped_augmented_0.JPG,,,,,
1442,43,2-138b-cropped_augmented_0.JPG,,,,,
1443,21,2-139a-cropped_augmented_0.JPG,,,,,
1444,21,2-139b-cropped_augmented_0.JPG,,,,,
1445,16,2-142a-cropped_augmented_0.JPG,,,,,
1446,16,2-142b-cropped_augmented_0.JPG,,,,,
1447,16,2-142c-cropped_augmented_0.JPG,,,,,
1448,16,2-144a-cropped_augmented_0.JPG,,,,,
1449,30,2-162a-cropped_augmented_0.JPG,,,,,
1450,30,2-162b-cropped_augmented_0.JPG,,,,,
1451,30,2-162c-cropped_augmented_0.JPG,,,,,
1452,28,2-163a-cropped_augmented_0.JPG,,,,,
1453,28,2-163b-cropped_augmented_0.JPG,,,,,
1454,10,2-168a-cropped_augmented_0.JPG,,,,,
1455,10,2-168b-cropped_augmented_0.JPG,,,,,
1456,11,2-173a-cropped_augmented_0.JPG,,,,,
1457,11,2-173b-cropped_augmented_0.JPG,,,,,
1458,39,2-174a-cropped_augmented_0.JPG,,,,,
1459,16,2-177a-cropped_augmented_0.JPG,,,,,
1460,16,2-177b-cropped_augmented_0.JPG,,,,,
1461,3,2-178a-cropped_augmented_0.JPG,,,,,
1462,3,2-178b-cropped_augmented_0.JPG,,,,,
1463,21,2-179a-cropped_augmented_0.JPG,,,,,
1464,21,2-179b-cropped_augmented_0.JPG,,,,,
1465,1,2-183a-cropped_augmented_0.JPG,,,,,
1466,13,2-184a-cropped_augmented_0.JPG,,,,,
1467,17,2-186a-cropped_augmented_0.JPG,,,,,
1468,17,2-186b-cropped_augmented_0.JPG,,,,,
1469,39,2-187a-cropped_augmented_0.JPG,,,,,
1470,39,2-187b-cropped_augmented_0.JPG,,,,,
1471,39,2-187c-cropped_augmented_0.JPG,,,,,
1472,15,2-188a-cropped_augmented_0.JPG,,,,,
1473,15,2-188b-cropped_augmented_0.JPG,,,,,
1474,15,2-188c-cropped_augmented_0.JPG,,,,,
1475,10,2-189a-cropped_augmented_0.JPG,,,,,
1476,10,2-189b-cropped_augmented_0.JPG,,,,,
1477,34,2-190a-cropped_augmented_0.JPG,,,,,
1478,14,2-191a-cropped_augmented_0.JPG,,,,,
1479,14,2-191b-cropped_augmented_0.JPG,,,,,
1480,29,2-192a-cropped_augmented_0.JPG,,,,,
1481,29,2-192b-cropped_augmented_0.JPG,,,,,
1482,29,2-192c-cropped_augmented_0.JPG,,,,,
1483,16,#1-6000K-cropped_augmented_1.JPG,,,,,
1484,16,#1-3400K-cropped_augmented_1.JPG,,,,,
1485,3,#2-6000K-cropped_augmented_1.JPG,,,,,
1486,3,#2-3400K-cropped_augmented_1.JPG,,,,,
1487,32,#3-6000K-cropped_augmented_1.JPG,,,,,
1488,32,#3-3400K-cropped_augmented_1.JPG,,,,,
1489,22,#4-6000K-cropped_augmented_1.JPG,,,,,
1490,22,#4-3400K-cropped_augmented_1.JPG,,,,,
1491,75,#5-6000K-cropped_augmented_1.JPG,,,,,
1492,75,#5-3400K-cropped_augmented_1.JPG,,,,,
1493,2,#6-6000K-cropped_augmented_1.JPG,,,,,
1494,2,#6-3400K-cropped_augmented_1.JPG,,,,,
1495,22,#7-6000K-cropped_augmented_1.JPG,,,,,
1496,22,#7-3400K-cropped_augmented_1.JPG,,,,,
1497,17,#8-6000K-cropped_augmented_1.JPG,,,,,
1498,17,#8-3400K-cropped_augmented_1.JPG,,,,,
1499,29,#9-6000K-cropped_augmented_1.JPG,,,,,
1500,29,#9-3400K-cropped_augmented_1.JPG,,,,,
1501,14,#10-6000K-cropped_augmented_1.JPG,,,,,
1502,14,#10-3400K-cropped_augmented_1.JPG,,,,,
1503,77,#11-6000K-cropped_augmented_1.JPG,,,,,
1504,77,#11-3400K-cropped_augmented_1.JPG,,,,,
1505,31,#12-6000K-cropped_augmented_1.JPG,,,,,
1506,31,#12-3400K-cropped_augmented_1.JPG,,,,,
1507,60,#13-6000K-cropped_augmented_1.JPG,,,,,
1508,60,#13-3400K-cropped_augmented_1.JPG,,,,,
1509,11,#14-6000K-cropped_augmented_1.JPG,,,,,
1510,11,#14-3400K-cropped_augmented_1.JPG,,,,,
1511,36,#15-6000K-cropped_augmented_1.JPG,,,,,
1512,36,#15-3400K-cropped_augmented_1.JPG,,,,,
1513,10,#16-6000K-cropped_augmented_1.JPG,,,,,
1514,10,#16-3400K-cropped_augmented_1.JPG,,,,,
1515,92,#17-6000K-cropped_augmented_1.JPG,,,,,
1516,92,#17-3400K-cropped_augmented_1.JPG,,,,,
1517,68,#18-6000K-cropped_augmented_1.JPG,,,,,
1518,68,#18-3400K-cropped_augmented_1.JPG,,,,,
1519,34,#19-6000K-cropped_augmented_1.JPG,,,,,
1520,34,#19-3400K-cropped_augmented_1.JPG,,,,,
1521,17,#20-6000K-cropped_augmented_1.JPG,,,,,
1522,17,#20-3400K-cropped_augmented_1.JPG,,,,,
1523,3,#21-6000K-cropped_augmented_1.JPG,,,,,
1524,3,#21-3400K-cropped_augmented_1.JPG,,,,,
1525,50,#22-6000K-cropped_augmented_1.JPG,,,,,
1526,50,#22-3400K-cropped_augmented_1.JPG,,,,,
1527,2,#23-6000K-cropped_augmented_1.JPG,,,,,
1528,2,#23-3400K-cropped_augmented_1.JPG,,,,,
1529,61,#24-6000K-cropped_augmented_1.JPG,,,,,
1530,61,#24-3400K-cropped_augmented_1.JPG,,,,,
1531,34,#25-6000K-cropped_augmented_1.JPG,,,,,
1532,34,#25-3400K-cropped_augmented_1.JPG,,,,,
1533,42,#26-6000K-cropped_augmented_1.JPG,,,,,
1534,42,#26-3400K-cropped_augmented_1.JPG,,,,,
1535,81,#27-6000K-cropped_augmented_1.JPG,,,,,
1536,81,#27-3400K-cropped_augmented_1.JPG,,,,,
1537,11,#28-6000K-cropped_augmented_1.JPG,,,,,
1538,11,#28-3400K-cropped_augmented_1.JPG,,,,,
1539,53,#29-6000K-cropped_augmented_1.JPG,,,,,
1540,53,#29-3400K-cropped_augmented_1.JPG,,,,,
1541,81,#30-6000K-cropped_augmented_1.JPG,,,,,
1542,81,#30-3400K-cropped_augmented_1.JPG,,,,,
1543,79,#31-6000K-cropped_augmented_1.JPG,,,,,
1544,79,#31-3400K-cropped_augmented_1.JPG,,,,,
1545,3,#32-6000K-cropped_augmented_1.JPG,,,,,
1546,3,#32-3400K-cropped_augmented_1.JPG,,,,,
1547,45,#33-6000K-cropped_augmented_1.JPG,,,,,
1548,45,#33-3400K-cropped_augmented_1.JPG,,,,,
1549,16,#34-6000K-cropped_augmented_1.JPG,,,,,
1550,16,#34-3400K-cropped_augmented_1.JPG,,,,,
1551,15,#35-6000K-cropped_augmented_1.JPG,,,,,
1552,15,#35-3400K-cropped_augmented_1.JPG,,,,,
1553,2,#36-6000K-cropped_augmented_1.JPG,,,,,
1554,2,#36-3400K-cropped_augmented_1.JPG,,,,,
1555,40,#37-6000K-cropped_augmented_1.JPG,,,,,
1556,40,#37-3400K-cropped_augmented_1.JPG,,,,,
1557,16,#38-6000K-cropped_augmented_1.JPG,,,,,
1558,16,#38-3400K-cropped_augmented_1.JPG,,,,,
1559,12,#39-6000K-cropped_augmented_1.JPG,,,,,
1560,12,#39-3400K-cropped_augmented_1.JPG,,,,,
1561,23,#40-6000K-cropped_augmented_1.JPG,,,,,
1562,23,#40-3400K-cropped_augmented_1.JPG,,,,,
1563,9.6,41b-cropped_augmented_1.JPG,,,,,
1564,9.6,41c-cropped_augmented_1.JPG,,,,,
1565,30,42b-cropped_augmented_1.JPG,,,,,
1566,30,42c-cropped_augmented_1.JPG,,,,,
1567,51,43b-cropped_augmented_1.JPG,,,,,
1568,51,43c-cropped_augmented_1.JPG,,,,,
1569,14,44b-cropped_augmented_1.JPG,,,,,
1570,14,44c-cropped_augmented_1.JPG,,,,,
1571,34,45b-cropped_augmented_1.JPG,,,,,
1572,34,45c-cropped_augmented_1.JPG,,,,,
1573,3,46b-cropped_augmented_1.JPG,,,,,
1574,3,46c-cropped_augmented_1.JPG,,,,,
1575,23,47b-cropped_augmented_1.JPG,,,,,
1576,23,47c-cropped_augmented_1.JPG,,,,,
1577,11,48b-cropped_augmented_1.JPG,,,,,
1578,11,48c-cropped_augmented_1.JPG,,,,,
1579,48,49b-cropped_augmented_1.JPG,,,,,
1580,48,49c-cropped_augmented_1.JPG,,,,,
1581,12,50b-cropped_augmented_1.JPG,,,,,
1582,12,50c-cropped_augmented_1.JPG,,,,,
1583,39,51b-cropped_augmented_1.JPG,,,,,
1584,39,51c-cropped_augmented_1.JPG,,,,,
1585,31,52b-cropped_augmented_1.JPG,,,,,
1586,31,52c-cropped_augmented_1.JPG,,,,,
1587,43,53b-cropped_augmented_1.JPG,,,,,
1588,43,53c-cropped_augmented_1.JPG,,,,,
1589,2,54b-cropped_augmented_1.JPG,,,,,
1590,2,54c-cropped_augmented_1.JPG,,,,,
1591,12,55b-cropped_augmented_1.JPG,,,,,
1592,12,55c-cropped_augmented_1.JPG,,,,,
1593,56,56b-cropped_augmented_1.JPG,,,,,
1594,56,56c-cropped_augmented_1.JPG,,,,,
1595,90,57b-cropped_augmented_1.JPG,,,,,
1596,90,57c-cropped_augmented_1.JPG,,,,,
1597,57,58b-cropped_augmented_1.JPG,,,,,
1598,57,58c-cropped_augmented_1.JPG,,,,,
1599,3,59b-cropped_augmented_1.JPG,,,,,
1600,3,59c-cropped_augmented_1.JPG,,,,,
1601,47,60b-cropped_augmented_1.JPG,,,,,
1602,47,60c-cropped_augmented_1.JPG,,,,,
1603,2,61b-cropped_augmented_1.JPG,,,,,
1604,2,61c-cropped_augmented_1.JPG,,,,,
1605,27,62b-cropped_augmented_1.JPG,,,,,
1606,27,62c-cropped_augmented_1.JPG,,,,,
1607,16,63b-cropped_augmented_1.JPG,,,,,
1608,16,63c-cropped_augmented_1.JPG,,,,,
1609,3,64b-cropped_augmented_1.JPG,,,,,
1610,3,64c-cropped_augmented_1.JPG,,,,,
1611,18,65b-cropped_augmented_1.JPG,,,,,
1612,18,65c-cropped_augmented_1.JPG,,,,,
1613,66,66b-cropped_augmented_1.JPG,,,,,
1614,66,66c-cropped_augmented_1.JPG,,,,,
1615,7,67b-cropped_augmented_1.JPG,,,,,
1616,7,67c-cropped_augmented_1.JPG,,,,,
1617,68,68b-cropped_augmented_1.JPG,,,,,
1618,68,68c-cropped_augmented_1.JPG,,,,,
1619,69,69b-cropped_augmented_1.JPG,,,,,
1620,69,69c-cropped_augmented_1.JPG,,,,,
1621,25,70b-cropped_augmented_1.JPG,,,,,
1622,25,70c-cropped_augmented_1.JPG,,,,,
1623,19,71b-cropped_augmented_1.JPG,,,,,
1624,19,71c-cropped_augmented_1.JPG,,,,,
1625,22,72b-cropped_augmented_1.JPG,,,,,
1626,22,72c-cropped_augmented_1.JPG,,,,,
1627,15,73b-cropped_augmented_1.JPG,,,,,
1628,15,73c-cropped_augmented_1.JPG,,,,,
1629,12,74b-cropped_augmented_1.JPG,,,,,
1630,12,74c-cropped_augmented_1.JPG,,,,,
1631,16,75b-cropped_augmented_1.JPG,,,,,
1632,16,75c-cropped_augmented_1.JPG,,,,,
1633,23,76b-cropped_augmented_1.JPG,,,,,
1634,23,76c-cropped_augmented_1.JPG,,,,,
1635,2,77b-cropped_augmented_1.JPG,,,,,
1636,2,77c-cropped_augmented_1.JPG,,,,,
1637,17,78b-cropped_augmented_1.JPG,,,,,
1638,17,78c-cropped_augmented_1.JPG,,,,,
1639,3,79b-cropped_augmented_1.JPG,,,,,
1640,3,79c-cropped_augmented_1.JPG,,,,,
1641,28,80b-cropped_augmented_1.JPG,,,,,
1642,28,80c-cropped_augmented_1.JPG,,,,,
1643,20,81b-cropped_augmented_1.JPG,,,,,
1644,20,81c-cropped_augmented_1.JPG,,,,,
1645,24,82b-cropped_augmented_1.JPG,,,,,
1646,24,82c-cropped_augmented_1.JPG,,,,,
1647,2,83b-cropped_augmented_1.JPG,,,,,
1648,2,83c-cropped_augmented_1.JPG,,,,,
1649,55,84b-cropped_augmented_1.JPG,,,,,
1650,55,84c-cropped_augmented_1.JPG,,,,,
1651,85,85b-cropped_augmented_1.JPG,,,,,
1652,85,85c-cropped_augmented_1.JPG,,,,,
1653,49,86b-cropped_augmented_1.JPG,,,,,
1654,49,86c-cropped_augmented_1.JPG,,,,,
1655,34,87b-cropped_augmented_1.JPG,,,,,
1656,34,87c-cropped_augmented_1.JPG,,,,,
1657,22,88b-cropped_augmented_1.JPG,,,,,
1658,22,88c-cropped_augmented_1.JPG,,,,,
1659,38,89b-cropped_augmented_1.JPG,,,,,
1660,38,89c-cropped_augmented_1.JPG,,,,,
1661,5.9,90b-cropped_augmented_1.JPG,,,,,
1662,5.9,90c-cropped_augmented_1.JPG,,,,,
1663,32,91b-cropped_augmented_1.JPG,,,,,
1664,32,91c-cropped_augmented_1.JPG,,,,,
1665,49,92b-cropped_augmented_1.JPG,,,,,
1666,49,92c-cropped_augmented_1.JPG,,,,,
1667,46,93b-cropped_augmented_1.JPG,,,,,
1668,46,93c-cropped_augmented_1.JPG,,,,,
1669,21,94b-cropped_augmented_1.JPG,,,,,
1670,21,94c-cropped_augmented_1.JPG,,,,,
1671,16,95b-cropped_augmented_1.JPG,,,,,
1672,16,95c-cropped_augmented_1.JPG,,,,,
1673,42,96b-cropped_augmented_1.JPG,,,,,
1674,42,96c-cropped_augmented_1.JPG,,,,,
1675,54,97b-cropped_augmented_1.JPG,,,,,
1676,54,97c-cropped_augmented_1.JPG,,,,,
1677,40,98b-cropped_augmented_1.JPG,,,,,
1678,40,98c-cropped_augmented_1.JPG,,,,,
1679,36,99b-cropped_augmented_1.JPG,,,,,
1680,36,99c-cropped_augmented_1.JPG,,,,,
1681,35,100b-cropped_augmented_1.JPG,,,,,
1682,35,100c-cropped_augmented_1.JPG,,,,,
1683,22,101b-cropped_augmented_1.JPG,,,,,
1684,22,101c-cropped_augmented_1.JPG,,,,,
1685,29,102b-cropped_augmented_1.JPG,,,,,
1686,29,102c-cropped_augmented_1.JPG,,,,,
1687,29,103b-cropped_augmented_1.JPG,,,,,
1688,29,103c-cropped_augmented_1.JPG,,,,,
1689,30,104b-cropped_augmented_1.JPG,,,,,
1690,30,104c-cropped_augmented_1.JPG,,,,,
1691,4.3,105b-cropped_augmented_1.JPG,,,,,
1692,4.3,105c-cropped_augmented_1.JPG,,,,,
1693,29,106b-cropped_augmented_1.JPG,,,,,
1694,29,106c-cropped_augmented_1.JPG,,,,,
1695,44,107b-cropped_augmented_1.JPG,,,,,
1696,44,107c-cropped_augmented_1.JPG,,,,,
1697,29,108b-cropped_augmented_1.JPG,,,,,
1698,29,108c-cropped_augmented_1.JPG,,,,,
1699,30,109b-cropped_augmented_1.JPG,,,,,
1700,30,109c-cropped_augmented_1.JPG,,,,,
1701,39,110b-cropped_augmented_1.JPG,,,,,
1702,39,110c-cropped_augmented_1.JPG,,,,,
1703,39,111b-cropped_augmented_1.JPG,,,,,
1704,39,111c-cropped_augmented_1.JPG,,,,,
1705,37,112b-cropped_augmented_1.JPG,,,,,
1706,37,112c-cropped_augmented_1.JPG,,,,,
1707,81,113b-cropped_augmented_1.JPG,,,,,
1708,81,113c-cropped_augmented_1.JPG,,,,,
1709,44,114b-cropped_augmented_1.JPG,,,,,
1710,44,114c-cropped_augmented_1.JPG,,,,,
1711,97,115b-cropped_augmented_1.JPG,,,,,
1712,97,115c-cropped_augmented_1.JPG,,,,,
1713,20,116b-cropped_augmented_1.JPG,,,,,
1714,20,116c-cropped_augmented_1.JPG,,,,,
1715,3,117b-cropped_augmented_1.JPG,,,,,
1716,3,117c-cropped_augmented_1.JPG,,,,,
1717,24,118b-cropped_augmented_1.JPG,,,,,
1718,24,118c-cropped_augmented_1.JPG,,,,,
1719,27,119b-cropped_augmented_1.JPG,,,,,
1720,27,119c-cropped_augmented_1.JPG,,,,,
1721,28,120b-cropped_augmented_1.JPG,,,,,
1722,28,120c-cropped_augmented_1.JPG,,,,,
1723,39,121b-cropped_augmented_1.JPG,,,,,
1724,39,121c-cropped_augmented_1.JPG,,,,,
1725,32,122b-cropped_augmented_1.JPG,,,,,
1726,32,122c-cropped_augmented_1.JPG,,,,,
1727,48,123b-cropped_augmented_1.JPG,,,,,
1728,48,123c-cropped_augmented_1.JPG,,,,,
1729,31,124b-cropped_augmented_1.JPG,,,,,
1730,31,124c-cropped_augmented_1.JPG,,,,,
1731,33,125b-cropped_augmented_1.JPG,,,,,
1732,33,125c-cropped_augmented_1.JPG,,,,,
1733,49,126b-cropped_augmented_1.JPG,,,,,
1734,49,126c-cropped_augmented_1.JPG,,,,,
1735,12,127b-cropped_augmented_1.JPG,,,,,
1736,12,127c-cropped_augmented_1.JPG,,,,,
1737,6.4,128b-cropped_augmented_1.JPG,,,,,
1738,6.4,128c-cropped_augmented_1.JPG,,,,,
1739,22,129b-cropped_augmented_1.JPG,,,,,
1740,22,129c-cropped_augmented_1.JPG,,,,,
1741,25,130b-cropped_augmented_1.JPG,,,,,
1742,25,130c-cropped_augmented_1.JPG,,,,,
1743,32,131b-cropped_augmented_1.JPG,,,,,
1744,32,131c-cropped_augmented_1.JPG,,,,,
1745,2,132b-cropped_augmented_1.JPG,,,,,
1746,2,132c-cropped_augmented_1.JPG,,,,,
1747,25,133b-cropped_augmented_1.JPG,,,,,
1748,25,133c-cropped_augmented_1.JPG,,,,,
1749,24,134b-cropped_augmented_1.JPG,,,,,
1750,24,134c-cropped_augmented_1.JPG,,,,,
1751,26,135b-cropped_augmented_1.JPG,,,,,
1752,26,135c-cropped_augmented_1.JPG,,,,,
1753,10,136b-cropped_augmented_1.JPG,,,,,
1754,10,136c-cropped_augmented_1.JPG,,,,,
1755,37,137b-cropped_augmented_1.JPG,,,,,
