image no. ,Numeric_Label,Image_File,,
2161,38,2-64a-cropped_augmented_1.JPG,,
2162,38,2-64b-cropped_augmented_1.JPG,,
2163,68,2-65a-cropped_augmented_1.JPG,,
2164,68,2-65b-cropped_augmented_1.JPG,,
2165,68,2-65c-cropped_augmented_1.JPG,,
2166,36,2-66a-cropped_augmented_1.JPG,,
2167,36,2-66b-cropped_augmented_1.JPG,,
2168,26,2-67a-cropped_augmented_1.JPG,,
2169,26,2-67b-cropped_augmented_1.JPG,,
2170,79,2-68a-cropped_augmented_1.JPG,,
2171,79,2-68b-cropped_augmented_1.JPG,,
2172,3,2-69a-cropped_augmented_1.JPG,,
2173,3,2-69b-cropped_augmented_1.JPG,,
2174,3,2-69c-cropped_augmented_1.JPG,,
2175,3,2-69d-cropped_augmented_1.JPG,,
2176,3,2-69e-cropped_augmented_1.JPG,,
2177,55,2-70a-cropped_augmented_1.JPG,,
2178,55,2-70b-cropped_augmented_1.JPG,,
2179,55,2-70c-cropped_augmented_1.JPG,,
2180,41,2-71a-cropped_augmented_1.JPG,,
2181,41,2-71b-cropped_augmented_1.JPG,,
2182,92,2-72a-cropped_augmented_1.JPG,,
2183,92,2-72b-cropped_augmented_1.JPG,,
2184,22,2-73a-cropped_augmented_1.JPG,,
2185,22,2-73b-cropped_augmented_1.JPG,,
2186,22,2-73c-cropped_augmented_1.JPG,,
2187,27,2-74a-cropped_augmented_1.JPG,,
2188,4.7,2-76a-cropped_augmented_1.JPG,,
2189,6.9,2-77a-cropped_augmented_1.JPG,,
2190,6.9,2-77b-cropped_augmented_1.JPG,,
2191,6.9,2-77c-cropped_augmented_1.JPG,,
2192,67,2-78a-cropped_augmented_1.JPG,,
2193,67,2-78b-cropped_augmented_1.JPG,,
2194,67,2-78c-cropped_augmented_1.JPG,,
2195,3,2-79a-cropped_augmented_1.JPG,,
2196,3,2-79b-cropped_augmented_1.JPG,,
2197,40,2-80a-cropped_augmented_1.JPG,,
2198,40,2-80b-cropped_augmented_1.JPG,,
2199,37,2-81a-cropped_augmented_1.JPG,,
2200,37,2-81b-cropped_augmented_1.JPG,,
2201,37,2-81c-cropped_augmented_1.JPG,,
2202,18,2-82a-cropped_augmented_1.JPG,,
2203,6.8,2-83a-cropped_augmented_1.JPG,,
2204,6.8,2-83b-cropped_augmented_1.JPG,,
2205,6.8,2-83c-cropped_augmented_1.JPG,,
2206,4.9,2-84a-cropped_augmented_1.JPG,,
2207,18,2-85a-cropped_augmented_1.JPG,,
2208,18,2-85b-cropped_augmented_1.JPG,,
2209,40,2-86a-cropped_augmented_1.JPG,,
2210,40,2-86b-cropped_augmented_1.JPG,,
2211,40,2-86c-cropped_augmented_1.JPG,,
2212,3,2-87a-cropped_augmented_1.JPG,,
2213,3,2-87b-cropped_augmented_1.JPG,,
2214,27,2-88a-cropped_augmented_1.JPG,,
2215,27,2-88b-cropped_augmented_1.JPG,,
2216,62,2-89a-cropped_augmented_1.JPG,,
2217,62,2-89b-cropped_augmented_1.JPG,,
2218,39,2-90a-cropped_augmented_1.JPG,,
2219,39,2-90b-cropped_augmented_1.JPG,,
2220,26,2-91a-cropped_augmented_1.JPG,,
2221,26,2-91b-cropped_augmented_1.JPG,,
2222,24,2-92a-cropped_augmented_1.JPG,,
2223,24,2-92b-cropped_augmented_1.JPG,,
2224,50,2-93a-cropped_augmented_1.JPG,,
2225,50,2-93b-cropped_augmented_1.JPG,,
2226,23,2-94a-cropped_augmented_1.JPG,,
2227,23,2-94b-cropped_augmented_1.JPG,,
2228,23,2-94c-cropped_augmented_1.JPG,,
2229,30,2-95a-cropped_augmented_1.JPG,,
2230,30,2-95b-cropped_augmented_1.JPG,,
2231,10,2-96a-cropped_augmented_1.JPG,,
2232,10,2-96b-cropped_augmented_1.JPG,,
2233,10,2-96c-cropped_augmented_1.JPG,,
2234,26,2-97a-cropped_augmented_1.JPG,,
2235,26,2-97b-cropped_augmented_1.JPG,,
2236,21,2-98a-cropped_augmented_1.JPG,,
2237,21,2-98b-cropped_augmented_1.JPG,,
2238,21,2-98c-cropped_augmented_1.JPG,,
2239,26,2-99a-cropped_augmented_1.JPG,,
2240,15,2-100a-cropped_augmented_1.JPG,,
2241,15,2-100b-cropped_augmented_1.JPG,,
2242,15,2-100c-cropped_augmented_1.JPG,,
2243,11,2-101a-cropped_augmented_1.JPG,,
2244,11,2-101b-cropped_augmented_1.JPG,,
2245,3,2-102a-cropped_augmented_1.JPG,,
2246,3,2-102b-cropped_augmented_1.JPG,,
2247,72,2-103a-cropped_augmented_1.JPG,,
2248,72,2-103b-cropped_augmented_1.JPG,,
2249,72,2-103c-cropped_augmented_1.JPG,,
2250,21,2-104a-cropped_augmented_1.JPG,,
2251,21,2-104b-cropped_augmented_1.JPG,,
2252,21,2-104c-cropped_augmented_1.JPG,,
2253,88,2-105a-cropped_augmented_1.JPG,,
2254,88,2-105b-cropped_augmented_1.JPG,,
2255,2,2-106a-cropped_augmented_1.JPG,,
2256,2,2-106b-cropped_augmented_1.JPG,,
2257,2,2-106c-cropped_augmented_1.JPG,,
2258,49,2-107a-cropped_augmented_1.JPG,,
2259,49,2-107b-cropped_augmented_1.JPG,,
2260,49,2-107c-cropped_augmented_1.JPG,,
2261,46,2-108a-cropped_augmented_1.JPG,,
2262,46,2-108b-cropped_augmented_1.JPG,,
2263,16,2-110a-cropped_augmented_1.JPG,,
2264,16,2-110b-cropped_augmented_1.JPG,,
2265,16,2-110c-cropped_augmented_1.JPG,,
2266,5.2,2-111a-cropped_augmented_1.JPG,,
2267,5.2,2-111b-cropped_augmented_1.JPG,,
2268,5.2,2-111c-cropped_augmented_1.JPG,,
2269,16,2-112a-cropped_augmented_1.JPG,,
2270,16,2-112b-cropped_augmented_1.JPG,,
2271,2,2-113a-cropped_augmented_1.JPG,,
2272,2,2-113b-cropped_augmented_1.JPG,,
2273,19,2-114a-cropped_augmented_1.JPG,,
2274,19,2-114b-cropped_augmented_1.JPG,,
2275,6.3,2-115a-cropped_augmented_1.JPG,,
2276,6.3,2-115b-cropped_augmented_1.JPG,,
2277,47,2-116a-cropped_augmented_1.JPG,,
2278,50,2-117a-cropped_augmented_1.JPG,,
2279,50,2-117b-cropped_augmented_1.JPG,,
2280,37,2-118a-cropped_augmented_1.JPG,,
2281,37,2-118b-cropped_augmented_1.JPG,,
2282,29,2-119a-cropped_augmented_1.JPG,,
2283,29,2-119b-cropped_augmented_1.JPG,,
2284,29,2-119c-cropped_augmented_1.JPG,,
2285,23,2-120a-cropped_augmented_1.JPG,,
2286,23,2-120b-cropped_augmented_1.JPG,,
2287,24,2-121a-cropped_augmented_1.JPG,,
2288,24,2-121b-cropped_augmented_1.JPG,,
2289,50,2-122a-cropped_augmented_1.JPG,,
2290,31,2-123a-cropped_augmented_1.JPG,,
2291,31,2-123b-cropped_augmented_1.JPG,,
2292,19,2-124a-cropped_augmented_1.JPG,,
2293,19,2-124b-cropped_augmented_1.JPG,,
2294,68,2-125a-cropped_augmented_1.JPG,,
2295,68,2-125b-cropped_augmented_1.JPG,,
2296,2,2-126a-cropped_augmented_1.JPG,,
2297,2,2-126b-cropped_augmented_1.JPG,,
2298,2,2-126c-cropped_augmented_1.JPG,,
2299,46,2-127a-cropped_augmented_1.JPG,,
2300,46,2-127b-cropped_augmented_1.JPG,,
2301,46,2-127c-cropped_augmented_1.JPG,,
2302,1,2-128a-cropped_augmented_1.JPG,,
2303,1,2-128b-cropped_augmented_1.JPG,,
2304,22,2-129a-cropped_augmented_1.JPG,,
2305,22,2-129b-cropped_augmented_1.JPG,,
2306,22,2-129c-cropped_augmented_1.JPG,,
2307,21,2-130a-cropped_augmented_1.JPG,,
2308,34,2-131a-cropped_augmented_1.JPG,,
2309,34,2-131b-cropped_augmented_1.JPG,,
2310,34,2-131c-cropped_augmented_1.JPG,,
2311,64,2-132a-cropped_augmented_1.JPG,,
2312,64,2-132b-cropped_augmented_1.JPG,,
2313,26,2-133a-cropped_augmented_1.JPG,,
2314,1,2-134a-cropped_augmented_1.JPG,,
2315,1,2-134b-cropped_augmented_1.JPG,,
2316,5.8,2-136a-cropped_augmented_1.JPG,,
2317,5.8,2-136b-cropped_augmented_1.JPG,,
2318,7.6,2-137a-cropped_augmented_1.JPG,,
2319,7.6,2-137b-cropped_augmented_1.JPG,,
2320,43,2-138a-cropped_augmented_1.JPG,,
2321,43,2-138b-cropped_augmented_1.JPG,,
2322,21,2-139a-cropped_augmented_1.JPG,,
2323,21,2-139b-cropped_augmented_1.JPG,,
2324,16,2-142a-cropped_augmented_1.JPG,,
2325,16,2-142b-cropped_augmented_1.JPG,,
2326,16,2-142c-cropped_augmented_1.JPG,,
2327,16,2-144a-cropped_augmented_1.JPG,,
2328,30,2-162a-cropped_augmented_1.JPG,,
2329,30,2-162b-cropped_augmented_1.JPG,,
2330,30,2-162c-cropped_augmented_1.JPG,,
2331,28,2-163a-cropped_augmented_1.JPG,,
2332,28,2-163b-cropped_augmented_1.JPG,,
2333,10,2-168a-cropped_augmented_1.JPG,,
2334,10,2-168b-cropped_augmented_1.JPG,,
2335,11,2-173a-cropped_augmented_1.JPG,,
2336,11,2-173b-cropped_augmented_1.JPG,,
2337,39,2-174a-cropped_augmented_1.JPG,,
2338,16,2-177a-cropped_augmented_1.JPG,,
2339,16,2-177b-cropped_augmented_1.JPG,,
2340,3,2-178a-cropped_augmented_1.JPG,,
2341,3,2-178b-cropped_augmented_1.JPG,,
2342,21,2-179a-cropped_augmented_1.JPG,,
2343,21,2-179b-cropped_augmented_1.JPG,,
2344,1,2-183a-cropped_augmented_1.JPG,,
2345,13,2-184a-cropped_augmented_1.JPG,,
2346,17,2-186a-cropped_augmented_1.JPG,,
2347,17,2-186b-cropped_augmented_1.JPG,,
2348,39,2-187a-cropped_augmented_1.JPG,,
2349,39,2-187b-cropped_augmented_1.JPG,,
2350,39,2-187c-cropped_augmented_1.JPG,,
2351,15,2-188a-cropped_augmented_1.JPG,,
2352,15,2-188b-cropped_augmented_1.JPG,,
2353,15,2-188c-cropped_augmented_1.JPG,,
2354,10,2-189a-cropped_augmented_1.JPG,,
2355,10,2-189b-cropped_augmented_1.JPG,,
2356,34,2-190a-cropped_augmented_1.JPG,,
2357,14,2-191a-cropped_augmented_1.JPG,,
2358,14,2-191b-cropped_augmented_1.JPG,,
2359,29,2-192a-cropped_augmented_1.JPG,,
2360,29,2-192b-cropped_augmented_1.JPG,,
2361,29,2-192c-cropped_augmented_1.JPG,,
2362,37,3-1a-cropped_augmented_1.JPG,,
2363,37,3-1b-cropped_augmented_1.JPG,,
2364,53,3-2a-cropped_augmented_1.JPG,,
2365,53,3-2b-cropped_augmented_1.JPG,,
2366,53,3-3a-cropped_augmented_1.JPG,,
2367,53,3-3b-cropped_augmented_1.JPG,,
2368,87,3-4a-cropped_augmented_1.JPG,,
2369,51,3-5a-cropped_augmented_1.JPG,,
2370,51,3-5b-cropped_augmented_1.JPG,,
2371,54,3-6a-cropped_augmented_1.JPG,,
2372,54,3-6b-cropped_augmented_1.JPG,,
2373,51,3-7a-cropped_augmented_1.JPG,,
2374,57,3-8a-cropped_augmented_1.JPG,,
2375,57,3-8b-cropped_augmented_1.JPG,,
2376,104,3-9a-cropped_augmented_1.JPG,,
2377,104,3-9b-cropped_augmented_1.JPG,,
2378,61,3-10a-cropped_augmented_1.JPG,,
2379,61,3-10b-cropped_augmented_1.JPG,,
2380,105,3-11a-cropped_augmented_1.JPG,,
2381,105,3-11b-cropped_augmented_1.JPG,,
2382,106,3-12a-cropped_augmented_1.JPG,,
2383,106,3-12b-cropped_augmented_1.JPG,,
2384,107,3-13a-cropped_augmented_1.JPG,,
2385,107,3-13b-cropped_augmented_1.JPG,,
2386,26,3-14a-cropped_augmented_1.JPG,,
2387,26,3-14b-cropped_augmented_1.JPG,,
2388,17,3-15a-cropped_augmented_1.JPG,,
2389,17,3-15b-cropped_augmented_1.JPG,,
2390,45,3-16a-cropped_augmented_1.JPG,,
2391,45,3-16b-cropped_augmented_1.JPG,,
2392,25,3-17a-cropped_augmented_1.JPG,,
2393,25,3-17b-cropped_augmented_1.JPG,,
2394,9.2,3-18a-cropped_augmented_1.JPG,,
2395,9.2,3-18b-cropped_augmented_1.JPG,,
2396,89,3-19a-cropped_augmented_1.JPG,,
2397,94,3-27a-cropped_augmented_1.JPG,,
2398,94,3-27b-cropped_augmented_1.JPG,,
2399,108,3-28a-cropped_augmented_1.JPG,,
2400,108,3-28b-cropped_augmented_1.JPG,,
2401,89,3-29a-cropped_augmented_1.JPG,,
2402,89,3-29b-cropped_augmented_1.JPG,,
2403,82,3-30a-cropped_augmented_1.JPG,,
2404,82,3-30b-cropped_augmented_1.JPG,,
2405,109,3-31a-cropped_augmented_1.JPG,,
2406,109,3-31b-cropped_augmented_1.JPG,,
2407,84,3-32a-cropped_augmented_1.JPG,,
2408,84,3-32b-cropped_augmented_1.JPG,,
2409,27,3-33a-cropped_augmented_1.JPG,,
2410,27,3-33b-cropped_augmented_1.JPG,,
2411,95,3-34a-cropped_augmented_1.JPG,,
2412,95,3-34b-cropped_augmented_1.JPG,,
2413,31,3-35a-cropped_augmented_1.JPG,,
2414,31,3-35b-cropped_augmented_1.JPG,,
2415,77,3-36a-cropped_augmented_1.JPG,,
2416,77,3-36b-cropped_augmented_1.JPG,,
2417,67,3-37a-cropped_augmented_1.JPG,,
2418,67,3-37b-cropped_augmented_1.JPG,,
2419,104,3-38a-cropped_augmented_1.JPG,,
2420,104,3-38b-cropped_augmented_1.JPG,,
2421,55,3-39a-cropped_augmented_1.JPG,,
2422,55,3-39b-cropped_augmented_1.JPG,,
2423,105,3-40a-cropped_augmented_1.JPG,,
2424,105,3-40b-cropped_augmented_1.JPG,,
2425,63,3-41a-cropped_augmented_1.JPG,,
2426,63,3-41b-cropped_augmented_1.JPG,,
2427,83,3-42a-cropped_augmented_1.JPG,,
2428,83,3-42b-cropped_augmented_1.JPG,,
2429,88,3-43a-cropped_augmented_1.JPG,,
2430,88,3-43b-cropped_augmented_1.JPG,,
2431,16,#1-6000K-cropped_augmented_2.JPG,,
2432,16,#1-3400K-cropped_augmented_2.JPG,,
2433,3,#2-6000K-cropped_augmented_2.JPG,,
2434,3,#2-3400K-cropped_augmented_2.JPG,,
2435,32,#3-6000K-cropped_augmented_2.JPG,,
2436,32,#3-3400K-cropped_augmented_2.JPG,,
2437,22,#4-6000K-cropped_augmented_2.JPG,,
2438,22,#4-3400K-cropped_augmented_2.JPG,,
2439,75,#5-6000K-cropped_augmented_2.JPG,,
2440,75,#5-3400K-cropped_augmented_2.JPG,,
2441,2,#6-6000K-cropped_augmented_2.JPG,,
2442,2,#6-3400K-cropped_augmented_2.JPG,,
2443,22,#7-6000K-cropped_augmented_2.JPG,,
2444,22,#7-3400K-cropped_augmented_2.JPG,,
2445,17,#8-6000K-cropped_augmented_2.JPG,,
2446,17,#8-3400K-cropped_augmented_2.JPG,,
2447,29,#9-6000K-cropped_augmented_2.JPG,,
2448,29,#9-3400K-cropped_augmented_2.JPG,,
2449,14,#10-6000K-cropped_augmented_2.JPG,,
2450,14,#10-3400K-cropped_augmented_2.JPG,,
2451,77,#11-6000K-cropped_augmented_2.JPG,,
2452,77,#11-3400K-cropped_augmented_2.JPG,,
2453,31,#12-6000K-cropped_augmented_2.JPG,,
2454,31,#12-3400K-cropped_augmented_2.JPG,,
2455,60,#13-6000K-cropped_augmented_2.JPG,,
2456,60,#13-3400K-cropped_augmented_2.JPG,,
2457,11,#14-6000K-cropped_augmented_2.JPG,,
2458,11,#14-3400K-cropped_augmented_2.JPG,,
2459,36,#15-6000K-cropped_augmented_2.JPG,,
2460,36,#15-3400K-cropped_augmented_2.JPG,,
2461,10,#16-6000K-cropped_augmented_2.JPG,,
2462,10,#16-3400K-cropped_augmented_2.JPG,,
2463,92,#17-6000K-cropped_augmented_2.JPG,,
2464,92,#17-3400K-cropped_augmented_2.JPG,,
2465,68,#18-6000K-cropped_augmented_2.JPG,,
2466,68,#18-3400K-cropped_augmented_2.JPG,,
2467,34,#19-6000K-cropped_augmented_2.JPG,,
2468,34,#19-3400K-cropped_augmented_2.JPG,,
2469,17,#20-6000K-cropped_augmented_2.JPG,,
2470,17,#20-3400K-cropped_augmented_2.JPG,,
2471,3,#21-6000K-cropped_augmented_2.JPG,,
2472,3,#21-3400K-cropped_augmented_2.JPG,,
2473,50,#22-6000K-cropped_augmented_2.JPG,,
2474,50,#22-3400K-cropped_augmented_2.JPG,,
2475,2,#23-6000K-cropped_augmented_2.JPG,,
2476,2,#23-3400K-cropped_augmented_2.JPG,,
2477,61,#24-6000K-cropped_augmented_2.JPG,,
2478,61,#24-3400K-cropped_augmented_2.JPG,,
2479,34,#25-6000K-cropped_augmented_2.JPG,,
2480,34,#25-3400K-cropped_augmented_2.JPG,,
2481,42,#26-6000K-cropped_augmented_2.JPG,,
2482,42,#26-3400K-cropped_augmented_2.JPG,,
2483,81,#27-6000K-cropped_augmented_2.JPG,,
2484,81,#27-3400K-cropped_augmented_2.JPG,,
2485,11,#28-6000K-cropped_augmented_2.JPG,,
2486,11,#28-3400K-cropped_augmented_2.JPG,,
2487,53,#29-6000K-cropped_augmented_2.JPG,,
2488,53,#29-3400K-cropped_augmented_2.JPG,,
2489,81,#30-6000K-cropped_augmented_2.JPG,,
2490,81,#30-3400K-cropped_augmented_2.JPG,,
2491,79,#31-6000K-cropped_augmented_2.JPG,,
2492,79,#31-3400K-cropped_augmented_2.JPG,,
2493,3,#32-6000K-cropped_augmented_2.JPG,,
2494,3,#32-3400K-cropped_augmented_2.JPG,,
2495,45,#33-6000K-cropped_augmented_2.JPG,,
2496,45,#33-3400K-cropped_augmented_2.JPG,,
2497,16,#34-6000K-cropped_augmented_2.JPG,,
2498,16,#34-3400K-cropped_augmented_2.JPG,,
2499,15,#35-6000K-cropped_augmented_2.JPG,,
2500,15,#35-3400K-cropped_augmented_2.JPG,,
2501,2,#36-6000K-cropped_augmented_2.JPG,,
2502,2,#36-3400K-cropped_augmented_2.JPG,,
2503,40,#37-6000K-cropped_augmented_2.JPG,,
2504,40,#37-3400K-cropped_augmented_2.JPG,,
2505,16,#38-6000K-cropped_augmented_2.JPG,,
2506,16,#38-3400K-cropped_augmented_2.JPG,,
2507,12,#39-6000K-cropped_augmented_2.JPG,,
2508,12,#39-3400K-cropped_augmented_2.JPG,,
2509,23,#40-6000K-cropped_augmented_2.JPG,,
2510,23,#40-3400K-cropped_augmented_2.JPG,,
2511,9.6,41b-cropped_augmented_2.JPG,,
2512,9.6,41c-cropped_augmented_2.JPG,,
2513,30,42b-cropped_augmented_2.JPG,,
2514,30,42c-cropped_augmented_2.JPG,,
2515,51,43b-cropped_augmented_2.JPG,,
2516,51,43c-cropped_augmented_2.JPG,,
2517,14,44b-cropped_augmented_2.JPG,,
2518,14,44c-cropped_augmented_2.JPG,,
2519,34,45b-cropped_augmented_2.JPG,,
2520,34,45c-cropped_augmented_2.JPG,,
2521,3,46b-cropped_augmented_2.JPG,,
2522,3,46c-cropped_augmented_2.JPG,,
2523,23,47b-cropped_augmented_2.JPG,,
2524,23,47c-cropped_augmented_2.JPG,,
2525,11,48b-cropped_augmented_2.JPG,,
2526,11,48c-cropped_augmented_2.JPG,,
2527,48,49b-cropped_augmented_2.JPG,,
2528,48,49c-cropped_augmented_2.JPG,,
2529,12,50b-cropped_augmented_2.JPG,,
2530,12,50c-cropped_augmented_2.JPG,,
2531,39,51b-cropped_augmented_2.JPG,,
2532,39,51c-cropped_augmented_2.JPG,,
2533,31,52b-cropped_augmented_2.JPG,,
2534,31,52c-cropped_augmented_2.JPG,,
2535,43,53b-cropped_augmented_2.JPG,,
2536,43,53c-cropped_augmented_2.JPG,,
2537,2,54b-cropped_augmented_2.JPG,,
2538,2,54c-cropped_augmented_2.JPG,,
2539,12,55b-cropped_augmented_2.JPG,,
2540,12,55c-cropped_augmented_2.JPG,,
2541,56,56b-cropped_augmented_2.JPG,,
2542,56,56c-cropped_augmented_2.JPG,,
2543,90,57b-cropped_augmented_2.JPG,,
2544,90,57c-cropped_augmented_2.JPG,,
2545,57,58b-cropped_augmented_2.JPG,,
2546,57,58c-cropped_augmented_2.JPG,,
2547,3,59b-cropped_augmented_2.JPG,,
2548,3,59c-cropped_augmented_2.JPG,,
2549,47,60b-cropped_augmented_2.JPG,,
2550,47,60c-cropped_augmented_2.JPG,,
2551,2,61b-cropped_augmented_2.JPG,,
2552,2,61c-cropped_augmented_2.JPG,,
2553,27,62b-cropped_augmented_2.JPG,,
2554,27,62c-cropped_augmented_2.JPG,,
2555,16,63b-cropped_augmented_2.JPG,,
2556,16,63c-cropped_augmented_2.JPG,,
2557,3,64b-cropped_augmented_2.JPG,,
2558,3,64c-cropped_augmented_2.JPG,,
2559,18,65b-cropped_augmented_2.JPG,,
2560,18,65c-cropped_augmented_2.JPG,,
2561,66,66b-cropped_augmented_2.JPG,,
2562,66,66c-cropped_augmented_2.JPG,,
2563,7,67b-cropped_augmented_2.JPG,,
2564,7,67c-cropped_augmented_2.JPG,,
2565,68,68b-cropped_augmented_2.JPG,,
2566,68,68c-cropped_augmented_2.JPG,,
2567,69,69b-cropped_augmented_2.JPG,,
2568,69,69c-cropped_augmented_2.JPG,,
2569,25,70b-cropped_augmented_2.JPG,,
2570,25,70c-cropped_augmented_2.JPG,,
2571,19,71b-cropped_augmented_2.JPG,,
2572,19,71c-cropped_augmented_2.JPG,,
2573,22,72b-cropped_augmented_2.JPG,,
2574,22,72c-cropped_augmented_2.JPG,,
2575,15,73b-cropped_augmented_2.JPG,,
2576,15,73c-cropped_augmented_2.JPG,,
2577,12,74b-cropped_augmented_2.JPG,,
2578,12,74c-cropped_augmented_2.JPG,,
2579,16,75b-cropped_augmented_2.JPG,,
2580,16,75c-cropped_augmented_2.JPG,,
2581,23,76b-cropped_augmented_2.JPG,,
2582,23,76c-cropped_augmented_2.JPG,,
2583,2,77b-cropped_augmented_2.JPG,,
2584,2,77c-cropped_augmented_2.JPG,,
2585,17,78b-cropped_augmented_2.JPG,,
2586,17,78c-cropped_augmented_2.JPG,,
2587,3,79b-cropped_augmented_2.JPG,,
2588,3,79c-cropped_augmented_2.JPG,,
2589,28,80b-cropped_augmented_2.JPG,,
2590,28,80c-cropped_augmented_2.JPG,,
2591,20,81b-cropped_augmented_2.JPG,,
2592,20,81c-cropped_augmented_2.JPG,,
2593,24,82b-cropped_augmented_2.JPG,,
2594,24,82c-cropped_augmented_2.JPG,,
2595,2,83b-cropped_augmented_2.JPG,,
2596,2,83c-cropped_augmented_2.JPG,,
2597,55,84b-cropped_augmented_2.JPG,,
2598,55,84c-cropped_augmented_2.JPG,,
2599,85,85b-cropped_augmented_2.JPG,,
2600,85,85c-cropped_augmented_2.JPG,,
2601,49,86b-cropped_augmented_2.JPG,,
2602,49,86c-cropped_augmented_2.JPG,,
2603,34,87b-cropped_augmented_2.JPG,,
2604,34,87c-cropped_augmented_2.JPG,,
2605,22,88b-cropped_augmented_2.JPG,,
2606,22,88c-cropped_augmented_2.JPG,,
2607,38,89b-cropped_augmented_2.JPG,,
2608,38,89c-cropped_augmented_2.JPG,,
2609,5.9,90b-cropped_augmented_2.JPG,,
2610,5.9,90c-cropped_augmented_2.JPG,,
2611,32,91b-cropped_augmented_2.JPG,,
2612,32,91c-cropped_augmented_2.JPG,,
2613,49,92b-cropped_augmented_2.JPG,,
2614,49,92c-cropped_augmented_2.JPG,,
2615,46,93b-cropped_augmented_2.JPG,,
2616,46,93c-cropped_augmented_2.JPG,,
2617,21,94b-cropped_augmented_2.JPG,,
2618,21,94c-cropped_augmented_2.JPG,,
2619,16,95b-cropped_augmented_2.JPG,,
2620,16,95c-cropped_augmented_2.JPG,,
2621,42,96b-cropped_augmented_2.JPG,,
2622,42,96c-cropped_augmented_2.JPG,,
2623,54,97b-cropped_augmented_2.JPG,,
2624,54,97c-cropped_augmented_2.JPG,,
2625,40,98b-cropped_augmented_2.JPG,,
2626,40,98c-cropped_augmented_2.JPG,,
2627,36,99b-cropped_augmented_2.JPG,,
2628,36,99c-cropped_augmented_2.JPG,,
2629,35,100b-cropped_augmented_2.JPG,,
2630,35,100c-cropped_augmented_2.JPG,,
2631,22,101b-cropped_augmented_2.JPG,,
2632,22,101c-cropped_augmented_2.JPG,,
2633,29,102b-cropped_augmented_2.JPG,,
2634,29,102c-cropped_augmented_2.JPG,,
2635,29,103b-cropped_augmented_2.JPG,,
2636,29,103c-cropped_augmented_2.JPG,,
2637,30,104b-cropped_augmented_2.JPG,,
2638,30,104c-cropped_augmented_2.JPG,,
2639,4.3,105b-cropped_augmented_2.JPG,,
2640,4.3,105c-cropped_augmented_2.JPG,,
2641,29,106b-cropped_augmented_2.JPG,,
2642,29,106c-cropped_augmented_2.JPG,,
2643,44,107b-cropped_augmented_2.JPG,,
2644,44,107c-cropped_augmented_2.JPG,,
2645,29,108b-cropped_augmented_2.JPG,,
2646,29,108c-cropped_augmented_2.JPG,,
2647,30,109b-cropped_augmented_2.JPG,,
2648,30,109c-cropped_augmented_2.JPG,,
2649,39,110b-cropped_augmented_2.JPG,,
2650,39,110c-cropped_augmented_2.JPG,,
2651,39,111b-cropped_augmented_2.JPG,,
2652,39,111c-cropped_augmented_2.JPG,,
2653,37,112b-cropped_augmented_2.JPG,,
2654,37,112c-cropped_augmented_2.JPG,,
2655,81,113b-cropped_augmented_2.JPG,,
2656,81,113c-cropped_augmented_2.JPG,,
2657,44,114b-cropped_augmented_2.JPG,,
2658,44,114c-cropped_augmented_2.JPG,,
2659,97,115b-cropped_augmented_2.JPG,,
2660,97,115c-cropped_augmented_2.JPG,,
2661,20,116b-cropped_augmented_2.JPG,,
2662,20,116c-cropped_augmented_2.JPG,,
2663,3,117b-cropped_augmented_2.JPG,,
2664,3,117c-cropped_augmented_2.JPG,,
2665,24,118b-cropped_augmented_2.JPG,,
2666,24,118c-cropped_augmented_2.JPG,,
2667,27,119b-cropped_augmented_2.JPG,,
2668,27,119c-cropped_augmented_2.JPG,,
2669,28,120b-cropped_augmented_2.JPG,,
2670,28,120c-cropped_augmented_2.JPG,,
2671,39,121b-cropped_augmented_2.JPG,,
2672,39,121c-cropped_augmented_2.JPG,,
2673,32,122b-cropped_augmented_2.JPG,,
2674,32,122c-cropped_augmented_2.JPG,,
2675,48,123b-cropped_augmented_2.JPG,,
2676,48,123c-cropped_augmented_2.JPG,,
2677,31,124b-cropped_augmented_2.JPG,,
2678,31,124c-cropped_augmented_2.JPG,,
2679,33,125b-cropped_augmented_2.JPG,,
2680,33,125c-cropped_augmented_2.JPG,,
2681,49,126b-cropped_augmented_2.JPG,,
2682,49,126c-cropped_augmented_2.JPG,,
2683,12,127b-cropped_augmented_2.JPG,,
2684,12,127c-cropped_augmented_2.JPG,,
2685,6.4,128b-cropped_augmented_2.JPG,,
2686,6.4,128c-cropped_augmented_2.JPG,,
2687,22,129b-cropped_augmented_2.JPG,,
2688,22,129c-cropped_augmented_2.JPG,,
2689,25,130b-cropped_augmented_2.JPG,,
2690,25,130c-cropped_augmented_2.JPG,,
2691,32,131b-cropped_augmented_2.JPG,,
2692,32,131c-cropped_augmented_2.JPG,,
2693,2,132b-cropped_augmented_2.JPG,,
2694,2,132c-cropped_augmented_2.JPG,,
2695,25,133b-cropped_augmented_2.JPG,,
2696,25,133c-cropped_augmented_2.JPG,,
2697,24,134b-cropped_augmented_2.JPG,,
2698,24,134c-cropped_augmented_2.JPG,,
2699,26,135b-cropped_augmented_2.JPG,,
2700,26,135c-cropped_augmented_2.JPG,,
2701,10,136b-cropped_augmented_2.JPG,,
2702,10,136c-cropped_augmented_2.JPG,,
2703,37,137b-cropped_augmented_2.JPG,,
2704,37,137c-cropped_augmented_2.JPG,,
